0,1,10,132.62958025932312,1,11
21,3,25,32.74999475479126,3,31
4,2,52,20.776342153549194,2,52
18,1,12,35.804036140441895,1,10
6,0,38,12.049216270446777,0,37
17,1,9,20.745093822479248,1,10
10,1,42,13.7467520236969,1,42
22,3,30,25.83764100074768,3,31
2,1,18,16.011844873428345,1,15
7,2,29,11.09117841720581,2,20
23,2,48,27.868363857269287,2,52
3,2,48,29.30557370185852,2,52
15,2,82,23.275749683380127,2,85
24,2,52,16.55859899520874,2,52
8,2,19,10.263189792633057,2,20
19,3,25,15.418230772018433,3,29
12,1,22,23.99432897567749,1,22
11,1,22,11.419179916381836,1,22
20,3,28,13.934203624725342,3,29
1,1,17,13.090657472610474,1,15
16,2,82,17.230351209640503,2,85
14,0,17,23.010141372680664,0,14
13,0,18,24.509831428527832,0,14
5,0,38,18.386281728744507,0,37
9,1,42,13.324975490570068,1,42
