0,1,10,107.39902305603027,1,11
7,2,20,13.277462005615234,2,20
5,0,38,19.04237389564514,0,37
16,2,85,20.057761430740356,2,85
23,2,50,18.19883155822754,2,52
18,1,10,22.197871685028076,1,10
15,2,85,28.6807222366333,2,85
13,0,15,14.512195825576782,0,14
2,1,15,9.24781346321106,1,15
17,1,10,20.885690212249756,1,10
22,3,30,8.76355266571045,3,31
11,1,22,20.666991472244263,1,22
24,2,52,11.122372388839722,2,52
21,3,32,27.63409447669983,3,31
6,0,36,19.16734790802002,0,37
8,2,20,10.419408321380615,2,20
1,1,14,15.355747699737549,1,15
19,3,30,17.792677879333496,3,29
4,2,52,14.402839422225952,2,52
9,1,42,14.277876853942871,1,42
20,3,30,14.043558120727539,3,29
10,1,43,34.3512544631958,1,42
12,1,22,7.435744285583496,1,22
3,2,52,43.63031244277954,2,52
14,0,15,11.805825471878052,0,14
