0,1,10,86.54636073112488,1,11
11,1,22,13.606161117553711,1,22
7,2,20,9.794559240341187,2,20
12,1,22,9.232192754745483,1,22
17,1,10,16.339890003204346,1,10
4,2,53,12.512667894363403,2,52
3,2,50,18.136339902877808,2,52
20,3,30,17.054670572280884,3,29
9,1,41,23.709409952163696,1,42
15,2,82,32.58604168891907,2,85
5,0,39,9.013493299484253,0,37
19,3,28,11.512904167175293,3,29
18,1,10,12.668881893157959,1,10
1,1,16,16.682567596435547,1,15
2,1,18,7.935622215270996,1,15
23,2,50,12.4033203125,2,52
13,0,17,13.574963808059692,0,14
22,3,26,14.824577808380127,3,31
8,2,20,8.20123028755188,2,20
16,2,84,14.30949330329895,2,85
6,0,38,8.825623512268066,0,37
21,3,32,13.793611526489258,3,31
14,0,18,10.122618198394775,0,14
24,2,53,14.152909278869629,2,52
10,1,42,8.310518741607666,1,42
