0,1,10,64.65114188194275,1,11
17,7,12,18.144338607788086,1,10
6,0,37,16.199297666549683,0,37
10,1,42,22.885215282440186,1,42
4,2,52,16.558600664138794,2,52
12,1,22,10.418462753295898,1,22
19,3,30,13.934207201004028,3,29
18,1,12,19.02675199508667,1,10
9,1,42,10.997403621673584,1,42
23,2,51,11.715977907180786,2,52
15,2,85,16.900240659713745,2,85
22,3,30,11.356692790985107,3,31
14,0,14,18.745567083358765,0,14
3,2,50,10.278821468353271,2,52
2,1,18,7.810654640197754,1,15
20,3,28,11.45044469833374,3,29
7,2,20,9.263410091400146,2,20
24,2,52,11.356698751449585,2,52
13,0,12,10.684969425201416,0,14
16,2,85,17.261544227600098,2,85
21,3,30,12.418936491012573,3,31
5,0,38,20.04214119911194,0,37
8,2,20,9.013495206832886,2,20
1,1,18,9.810192584991455,1,15
11,1,22,8.79478669166565,1,22
